,Bird Class,Image Path,Image Size
8063,Owlet,Data/Owlet/Spotted Owlet(233).jpeg,"(458, 600, 3)"
8064,Owlet,Data/Owlet/Spotted Owlet(132).jpeg,"(601, 549, 3)"
8065,Owlet,Data/Owlet/Spotted Owlet(177).jpeg,"(485, 659, 3)"
8066,Owlet,Data/Owlet/Spotted Owlet(96).jpeg,"(600, 500, 3)"
8067,Owlet,Data/Owlet/Forest Owlet(24).jpeg,"(490, 660, 3)"
8068,Owlet,Data/Owlet/Forest Owlet(61).jpeg,"(492, 600, 3)"
8069,Owlet,Data/Owlet/Spotted Owlet(13).jpeg,"(495, 660, 3)"
8070,Owlet,Data/Owlet/Spotted Owlet(56).jpeg,"(454, 660, 3)"
8071,Owlet,Data/Owlet/Forest Owlet(19).jpeg,"(468, 640, 3)"
8072,Owlet,Data/Owlet/Spotted Owlet(9).jpeg,"(454, 660, 3)"
8073,Owlet,Data/Owlet/Forest Owlet(85).jpeg,"(449, 600, 3)"
8074,Owlet,Data/Owlet/Spotted Owlet(37).jpeg,"(419, 660, 3)"
8075,Owlet,Data/Owlet/Spotted Owlet(72).jpeg,"(454, 660, 3)"
8076,Owlet,Data/Owlet/Forest Owlet(78).jpeg,"(528, 416, 3)"
8077,Owlet,Data/Owlet/Spotted Owlet(193).jpeg,"(515, 645, 3)"
8078,Owlet,Data/Owlet/Spotted Owlet(116).jpeg,"(480, 640, 3)"
8079,Owlet,Data/Owlet/Spotted Owlet(153).jpeg,"(600, 555, 3)"
8080,Owlet,Data/Owlet/Spotted Owlet(217).jpeg,"(540, 646, 3)"
8081,Owlet,Data/Owlet/Forest Owlet(45).jpeg,"(600, 516, 3)"
8082,Owlet,Data/Owlet/Spotted Owlet(197).jpeg,"(427, 640, 3)"
8083,Owlet,Data/Owlet/Spotted Owlet(33).jpeg,"(455, 660, 3)"
8084,Owlet,Data/Owlet/Spotted Owlet(76).jpeg,"(533, 660, 3)"
8085,Owlet,Data/Owlet/Forest Owlet(39).jpeg,"(506, 700, 3)"
8086,Owlet,Data/Owlet/Forest Owlet(81).jpeg,"(459, 600, 3)"
8087,Owlet,Data/Owlet/Forest Owlet(41).jpeg,"(552, 700, 3)"
8088,Owlet,Data/Owlet/Spotted Owlet(213).jpeg,"(473, 614, 3)"
8089,Owlet,Data/Owlet/Spotted Owlet(112).jpeg,"(393, 640, 3)"
8090,Owlet,Data/Owlet/Spotted Owlet(157).jpeg,"(600, 432, 3)"
8091,Owlet,Data/Owlet/Forest Owlet(20).jpeg,"(474, 650, 3)"
8092,Owlet,Data/Owlet/Forest Owlet(65).jpeg,"(451, 600, 3)"
8093,Owlet,Data/Owlet/Spotted Owlet(92).jpeg,"(460, 650, 3)"
8094,Owlet,Data/Owlet/Spotted Owlet(136).jpeg,"(497, 651, 3)"
8095,Owlet,Data/Owlet/Spotted Owlet(173).jpeg,"(600, 420, 3)"
8096,Owlet,Data/Owlet/Spotted Owlet(237).jpeg,"(600, 450, 3)"
8097,Owlet,Data/Owlet/Spotted Owlet(17).jpeg,"(576, 660, 3)"
8098,Owlet,Data/Owlet/Spotted Owlet(52).jpeg,"(451, 660, 3)"
8099,Owlet,Data/Owlet/Forest Owlet(58).jpeg,"(537, 600, 3)"
8100,Owlet,Data/Owlet/Spotted Owlet(109).jpeg,"(525, 660, 3)"
8101,Owlet,Data/Owlet/Spotted Owlet(208).jpeg,"(477, 650, 3)"
8102,Owlet,Data/Owlet/Spotted Owlet(15).jpeg,"(506, 650, 3)"
8103,Owlet,Data/Owlet/Spotted Owlet(50).jpeg,"(454, 660, 3)"
8104,Owlet,Data/Owlet/Spotted Owlet(90).jpeg,"(475, 660, 3)"
8105,Owlet,Data/Owlet/Spotted Owlet(28).jpeg,"(440, 660, 3)"
8106,Owlet,Data/Owlet/Forest Owlet(22).jpeg,"(600, 522, 3)"
8107,Owlet,Data/Owlet/Forest Owlet(67).jpeg,"(445, 600, 3)"
8108,Owlet,Data/Owlet/Spotted Owlet(235).jpeg,"(600, 450, 3)"
8109,Owlet,Data/Owlet/Spotted Owlet(134).jpeg,"(466, 660, 3)"
8110,Owlet,Data/Owlet/Spotted Owlet(171).jpeg,"(426, 640, 3)"
8111,Owlet,Data/Owlet/Spotted Owlet(49).jpeg,"(454, 660, 3)"
8112,Owlet,Data/Owlet/Forest Owlet(43).jpeg,"(600, 552, 3)"
8113,Owlet,Data/Owlet/Spotted Owlet(110).jpeg,"(600, 455, 3)"
8114,Owlet,Data/Owlet/Spotted Owlet(155).jpeg,"(600, 482, 3)"
8115,Owlet,Data/Owlet/Spotted Owlet(211).jpeg,"(600, 495, 3)"
8116,Owlet,Data/Owlet/Spotted Owlet(195).jpeg,"(402, 703, 3)"
8117,Owlet,Data/Owlet/Spotted Owlet(168).jpeg,"(512, 640, 3)"
8118,Owlet,Data/Owlet/Forest Owlet(83).jpeg,"(522, 483, 3)"
8119,Owlet,Data/Owlet/Spotted Owlet(89).jpeg,"(480, 640, 3)"
8120,Owlet,Data/Owlet/Spotted Owlet(31).jpeg,"(454, 660, 3)"
8121,Owlet,Data/Owlet/Spotted Owlet(74).jpeg,"(494, 660, 3)"
8122,Parakeet,Data/Parakeet/Rose-ringed Parakeet(198).jpeg,"(492, 650, 3)"
8123,Parakeet,Data/Parakeet/Plum-headed Parakeet(7).jpeg,"(495, 660, 3)"
8124,Parakeet,Data/Parakeet/Rose-ringed Parakeet(264).jpeg,"(446, 414, 3)"
8125,Parakeet,Data/Parakeet/Rose-ringed Parakeet(221).jpeg,"(538, 650, 3)"
8126,Parakeet,Data/Parakeet/Plum-headed Parakeet(49).jpeg,"(494, 635, 3)"
8127,Parakeet,Data/Parakeet/Rose-ringed Parakeet(165).jpeg,"(600, 544, 3)"
8128,Parakeet,Data/Parakeet/Rose-ringed Parakeet(120).jpeg,"(438, 660, 3)"
8129,Parakeet,Data/Parakeet/Alexandrine Parakeet(47).jpeg,"(600, 429, 3)"
8130,Parakeet,Data/Parakeet/Plum-headed Parakeet(163).jpeg,"(427, 640, 3)"
8131,Parakeet,Data/Parakeet/Plum-headed Parakeet(126).jpeg,"(505, 650, 3)"
8132,Parakeet,Data/Parakeet/Rose-ringed Parakeet(49).jpeg,"(610, 458, 3)"
8133,Parakeet,Data/Parakeet/suban_Rose_ringed_parakeet6.jpg,"(434, 640, 3)"
8134,Parakeet,Data/Parakeet/Alexandrine Parakeet(87).jpeg,"(463, 650, 3)"
8135,Parakeet,Data/Parakeet/Rose-ringed Parakeet(74).jpeg,"(590, 520, 3)"
8136,Parakeet,Data/Parakeet/Rose-ringed Parakeet(31).jpeg,"(535, 660, 3)"
8137,Parakeet,Data/Parakeet/Rose-ringed Parakeet(89).jpeg,"(467, 660, 3)"
8138,Parakeet,Data/Parakeet/Rose-ringed Parakeet(9).jpeg,"(602, 549, 3)"
8139,Parakeet,Data/Parakeet/Plum-headed Parakeet(74).jpeg,"(480, 640, 3)"
8140,Parakeet,Data/Parakeet/Plum-headed Parakeet(31).jpeg,"(610, 610, 3)"
8141,Parakeet,Data/Parakeet/Rose-ringed Parakeet(158).jpeg,"(600, 449, 3)"
8142,Parakeet,Data/Parakeet/Alexandrine Parakeet(1).jpeg,"(525, 659, 3)"
8143,Parakeet,Data/Parakeet/Plum-headed Parakeet(89).jpeg,"(481, 660, 3)"
8144,Parakeet,Data/Parakeet/Rose-ringed Parakeet(259).jpeg,"(450, 600, 3)"
8145,Parakeet,Data/Parakeet/Rose-ringed Parakeet(50).jpeg,"(440, 660, 3)"
8146,Parakeet,Data/Parakeet/Rose-ringed Parakeet(15).jpeg,"(495, 660, 3)"
8147,Parakeet,Data/Parakeet/Rose-ringed Parakeet(238).jpeg,"(600, 439, 3)"
8148,Parakeet,Data/Parakeet/Rose-ringed Parakeet(181).jpeg,"(592, 650, 3)"
8149,Parakeet,Data/Parakeet/Rose-ringed Parakeet(139).jpeg,"(441, 660, 3)"
8150,Parakeet,Data/Parakeet/Plum-headed Parakeet(50).jpeg,"(495, 660, 3)"
8151,Parakeet,Data/Parakeet/Plum-headed Parakeet(15).jpeg,"(440, 660, 3)"
8152,Parakeet,Data/Parakeet/Rose-ringed Parakeet(141).jpeg,"(600, 500, 3)"
8153,Parakeet,Data/Parakeet/Rose-ringed Parakeet(104).jpeg,"(488, 650, 3)"
8154,Parakeet,Data/Parakeet/Plum-headed Parakeet(28).jpeg,"(600, 450, 3)"
8155,Parakeet,Data/Parakeet/Plum-headed Parakeet(90).jpeg,"(610, 350, 3)"
8156,Parakeet,Data/Parakeet/Rose-ringed Parakeet(240).jpeg,"(600, 428, 3)"
8157,Parakeet,Data/Parakeet/Rose-ringed Parakeet(205).jpeg,"(414, 640, 3)"
8158,Parakeet,Data/Parakeet/Rose-ringed Parakeet(28).jpeg,"(610, 458, 3)"
8159,Parakeet,Data/Parakeet/Plum-headed Parakeet(147).jpeg,"(474, 650, 3)"
8160,Parakeet,Data/Parakeet/Plum-headed Parakeet(102).jpeg,"(465, 650, 3)"
8161,Parakeet,Data/Parakeet/Rose-ringed Parakeet(90).jpeg,"(600, 524, 3)"
8162,Parakeet,Data/Parakeet/Alexandrine Parakeet(63).jpeg,"(600, 361, 3)"
8163,Parakeet,Data/Parakeet/Alexandrine Parakeet(26).jpeg,"(494, 660, 3)"
8164,Parakeet,Data/Parakeet/Plum-headed Parakeet(92).jpeg,"(600, 450, 3)"
8165,Parakeet,Data/Parakeet/Rose-ringed Parakeet(242).jpeg,"(650, 449, 3)"
8166,Parakeet,Data/Parakeet/Rose-ringed Parakeet(207).jpeg,"(432, 650, 3)"
8167,Parakeet,Data/Parakeet/Rose-ringed Parakeet(143).jpeg,"(432, 660, 3)"
8168,Parakeet,Data/Parakeet/Rose-ringed Parakeet(106).jpeg,"(488, 650, 3)"
8169,Parakeet,Data/Parakeet/Rose-ringed Parakeet(92).jpeg,"(495, 660, 3)"
8170,Parakeet,Data/Parakeet/Alexandrine Parakeet(61).jpeg,"(600, 538, 3)"
8171,Parakeet,Data/Parakeet/Alexandrine Parakeet(24).jpeg,"(536, 660, 3)"
8172,Parakeet,Data/Parakeet/Plum-headed Parakeet(145).jpeg,"(480, 640, 3)"
8173,Parakeet,Data/Parakeet/Plum-headed Parakeet(100).jpeg,"(600, 420, 3)"
8174,Parakeet,Data/Parakeet/Rose-ringed Parakeet(52).jpeg,"(610, 407, 3)"
8175,Parakeet,Data/Parakeet/Rose-ringed Parakeet(17).jpeg,"(610, 594, 3)"
8176,Parakeet,Data/Parakeet/Alexandrine Parakeet(19).jpeg,"(461, 658, 3)"
8177,Parakeet,Data/Parakeet/Plum-headed Parakeet(178).jpeg,"(414, 630, 3)"
8178,Parakeet,Data/Parakeet/Plum-headed Parakeet(52).jpeg,"(600, 660, 3)"
8179,Parakeet,Data/Parakeet/Plum-headed Parakeet(17).jpeg,"(440, 660, 3)"
8180,Parakeet,Data/Parakeet/Rose-ringed Parakeet(183).jpeg,"(382, 650, 3)"
8181,Parakeet,Data/Parakeet/Plum-headed Parakeet(119).jpeg,"(488, 650, 3)"
8182,Parakeet,Data/Parakeet/Alexandrine Parakeet(78).jpeg,"(600, 425, 3)"
8183,Parakeet,Data/Parakeet/Alexandrine Parakeet(85).jpeg,"(600, 450, 3)"
8184,Parakeet,Data/Parakeet/Rose-ringed Parakeet(76).jpeg,"(463, 660, 3)"
8185,Parakeet,Data/Parakeet/Rose-ringed Parakeet(33).jpeg,"(436, 660, 3)"
8186,Parakeet,Data/Parakeet/Alexandrine Parakeet(3).jpeg,"(552, 660, 3)"
8187,Parakeet,Data/Parakeet/suban_Rose_ringed_parakeet4.jpg,"(548, 640, 3)"
8188,Parakeet,Data/Parakeet/Plum-headed Parakeet(76).jpeg,"(610, 332, 3)"
8189,Parakeet,Data/Parakeet/Plum-headed Parakeet(33).jpeg,"(495, 660, 3)"
8190,Parakeet,Data/Parakeet/Rose-ringed Parakeet(167).jpeg,"(501, 650, 3)"
8191,Parakeet,Data/Parakeet/Rose-ringed Parakeet(122).jpeg,"(551, 660, 3)"
8192,Parakeet,Data/Parakeet/Plum-headed Parakeet(5).jpeg,"(402, 660, 3)"
8193,Parakeet,Data/Parakeet/Rose-ringed Parakeet(266).jpeg,"(492, 394, 3)"
8194,Parakeet,Data/Parakeet/Rose-ringed Parakeet(223).jpeg,"(504, 650, 3)"
8195,Parakeet,Data/Parakeet/Plum-headed Parakeet(161).jpeg,"(466, 650, 3)"
8196,Parakeet,Data/Parakeet/Alexandrine Parakeet(101).jpeg,"(500, 329, 3)"
8197,Parakeet,Data/Parakeet/Plum-headed Parakeet(124).jpeg,"(466, 650, 3)"
8198,Parakeet,Data/Parakeet/Alexandrine Parakeet(45).jpeg,"(501, 660, 3)"
8199,Parakeet,Data/Parakeet/Plum-headed Parakeet(72).jpeg,"(480, 640, 3)"
8200,Parakeet,Data/Parakeet/Plum-headed Parakeet(37).jpeg,"(471, 660, 3)"
8201,Parakeet,Data/Parakeet/Alexandrine Parakeet(7).jpeg,"(440, 660, 3)"
8202,Parakeet,Data/Parakeet/Rose-ringed Parakeet(72).jpeg,"(466, 660, 3)"
8203,Parakeet,Data/Parakeet/Alexandrine Parakeet(81).jpeg,"(330, 650, 3)"
8204,Parakeet,Data/Parakeet/Rose-ringed Parakeet(37).jpeg,"(454, 660, 3)"
8205,Parakeet,Data/Parakeet/Plum-headed Parakeet(158).jpeg,"(439, 650, 3)"
8206,Parakeet,Data/Parakeet/Alexandrine Parakeet(39).jpeg,"(450, 659, 3)"
8207,Parakeet,Data/Parakeet/Plum-headed Parakeet(165).jpeg,"(415, 640, 3)"
8208,Parakeet,Data/Parakeet/Plum-headed Parakeet(120).jpeg,"(600, 450, 3)"
8209,Parakeet,Data/Parakeet/Alexandrine Parakeet(41).jpeg,"(516, 660, 3)"
8210,Parakeet,Data/Parakeet/suban_Rose_ringed_parakeet0.jpg,"(480, 640, 3)"
8211,Parakeet,Data/Parakeet/Plum-headed Parakeet(1).jpeg,"(451, 660, 3)"
8212,Parakeet,Data/Parakeet/Rose-ringed Parakeet(262).jpeg,"(600, 392, 3)"
8213,Parakeet,Data/Parakeet/Rose-ringed Parakeet(227).jpeg,"(600, 617, 3)"
8214,Parakeet,Data/Parakeet/Rose-ringed Parakeet(163).jpeg,"(453, 640, 3)"
8215,Parakeet,Data/Parakeet/Rose-ringed Parakeet(126).jpeg,"(532, 660, 3)"
8216,Parakeet,Data/Parakeet/Alexandrine Parakeet(98).jpeg,"(372, 565, 3)"
8217,Parakeet,Data/Parakeet/Alexandrine Parakeet(65).jpeg,"(447, 650, 3)"
8218,Parakeet,Data/Parakeet/Rose-ringed Parakeet(96).jpeg,"(457, 660, 3)"
8219,Parakeet,Data/Parakeet/Alexandrine Parakeet(20).jpeg,"(488, 650, 3)"
8220,Parakeet,Data/Parakeet/Plum-headed Parakeet(141).jpeg,"(600, 454, 3)"
8221,Parakeet,Data/Parakeet/Plum-headed Parakeet(104).jpeg,"(610, 640, 3)"
8222,Parakeet,Data/Parakeet/Rose-ringed Parakeet(147).jpeg,"(451, 660, 3)"
8223,Parakeet,Data/Parakeet/Rose-ringed Parakeet(102).jpeg,"(587, 660, 3)"
8224,Parakeet,Data/Parakeet/Plum-headed Parakeet(96).jpeg,"(488, 650, 3)"
8225,Parakeet,Data/Parakeet/Rose-ringed Parakeet(246).jpeg,"(450, 600, 3)"
8226,Parakeet,Data/Parakeet/Rose-ringed Parakeet(203).jpeg,"(535, 640, 3)"
8227,Parakeet,Data/Parakeet/Rose-ringed Parakeet(187).jpeg,"(464, 650, 3)"
8228,Parakeet,Data/Parakeet/Plum-headed Parakeet(56).jpeg,"(496, 660, 3)"
8229,Parakeet,Data/Parakeet/Plum-headed Parakeet(13).jpeg,"(507, 660, 3)"
8230,Parakeet,Data/Parakeet/Alexandrine Parakeet(58).jpeg,"(546, 650, 3)"
8231,Parakeet,Data/Parakeet/Plum-headed Parakeet(139).jpeg,"(478, 650, 3)"
8232,Parakeet,Data/Parakeet/Plum-headed Parakeet(181).jpeg,"(575, 647, 3)"
8233,Parakeet,Data/Parakeet/Rose-ringed Parakeet(56).jpeg,"(454, 660, 3)"
8234,Parakeet,Data/Parakeet/Rose-ringed Parakeet(13).jpeg,"(495, 660, 3)"
8235,Parakeet,Data/Parakeet/Rose-ringed Parakeet(178).jpeg,"(453, 650, 3)"
8236,Parakeet,Data/Parakeet/Plum-headed Parakeet(54).jpeg,"(478, 650, 3)"
8237,Parakeet,Data/Parakeet/Plum-headed Parakeet(11).jpeg,"(581, 660, 3)"
8238,Parakeet,Data/Parakeet/Rose-ringed Parakeet(185).jpeg,"(509, 650, 3)"
8239,Parakeet,Data/Parakeet/Rose-ringed Parakeet(54).jpeg,"(610, 458, 3)"
8240,Parakeet,Data/Parakeet/Rose-ringed Parakeet(11).jpeg,"(610, 468, 3)"
8241,Parakeet,Data/Parakeet/Plum-headed Parakeet(143).jpeg,"(488, 650, 3)"
8242,Parakeet,Data/Parakeet/Plum-headed Parakeet(106).jpeg,"(552, 660, 3)"
8243,Parakeet,Data/Parakeet/Alexandrine Parakeet(67).jpeg,"(425, 763, 3)"
8244,Parakeet,Data/Parakeet/Rose-ringed Parakeet(94).jpeg,"(456, 660, 3)"
8245,Parakeet,Data/Parakeet/Alexandrine Parakeet(22).jpeg,"(461, 660, 3)"
8246,Parakeet,Data/Parakeet/Rose-ringed Parakeet(69).jpeg,"(600, 450, 3)"
8247,Parakeet,Data/Parakeet/Plum-headed Parakeet(94).jpeg,"(600, 510, 3)"
8248,Parakeet,Data/Parakeet/Rose-ringed Parakeet(244).jpeg,"(650, 396, 3)"
8249,Parakeet,Data/Parakeet/Rose-ringed Parakeet(201).jpeg,"(600, 582, 3)"
8250,Parakeet,Data/Parakeet/Rose-ringed Parakeet(145).jpeg,"(477, 660, 3)"
8251,Parakeet,Data/Parakeet/Rose-ringed Parakeet(100).jpeg,"(480, 640, 3)"
8252,Parakeet,Data/Parakeet/Plum-headed Parakeet(69).jpeg,"(409, 650, 3)"
8253,Parakeet,Data/Parakeet/Alexandrine Parakeet(43).jpeg,"(511, 660, 3)"
8254,Parakeet,Data/Parakeet/Plum-headed Parakeet(167).jpeg,"(543, 650, 3)"
8255,Parakeet,Data/Parakeet/Plum-headed Parakeet(122).jpeg,"(433, 650, 3)"
8256,Parakeet,Data/Parakeet/Rose-ringed Parakeet(161).jpeg,"(600, 428, 3)"
8257,Parakeet,Data/Parakeet/Rose-ringed Parakeet(124).jpeg,"(413, 660, 3)"
8258,Parakeet,Data/Parakeet/suban_Rose_ringed_parakeet2.jpg,"(480, 640, 3)"
8259,Parakeet,Data/Parakeet/Plum-headed Parakeet(3).jpeg,"(463, 660, 3)"
8260,Parakeet,Data/Parakeet/Rose-ringed Parakeet(260).jpeg,"(556, 640, 3)"
8261,Parakeet,Data/Parakeet/Rose-ringed Parakeet(225).jpeg,"(453, 640, 3)"
8262,Parakeet,Data/Parakeet/Alexandrine Parakeet(5).jpeg,"(441, 660, 3)"
8263,Parakeet,Data/Parakeet/Rose-ringed Parakeet(218).jpeg,"(597, 650, 3)"
8264,Parakeet,Data/Parakeet/Plum-headed Parakeet(70).jpeg,"(488, 640, 3)"
8265,Parakeet,Data/Parakeet/Plum-headed Parakeet(35).jpeg,"(466, 660, 3)"
8266,Parakeet,Data/Parakeet/Rose-ringed Parakeet(119).jpeg,"(469, 660, 3)"
8267,Parakeet,Data/Parakeet/Rose-ringed Parakeet(70).jpeg,"(440, 660, 3)"
8268,Parakeet,Data/Parakeet/Alexandrine Parakeet(83).jpeg,"(600, 625, 3)"
8269,Parakeet,Data/Parakeet/Rose-ringed Parakeet(35).jpeg,"(476, 643, 3)"
8270,Parakeet,Data/Parakeet/Plum-headed Parakeet(16).jpeg,"(495, 660, 3)"
8271,Parakeet,Data/Parakeet/Plum-headed Parakeet(53).jpeg,"(464, 660, 3)"
8272,Parakeet,Data/Parakeet/Rose-ringed Parakeet(182).jpeg,"(605, 650, 3)"
8273,Parakeet,Data/Parakeet/suban_Rose_ringed_parakeet12.jpg,"(427, 640, 3)"
8274,Parakeet,Data/Parakeet/Rose-ringed Parakeet(16).jpeg,"(600, 400, 3)"
8275,Parakeet,Data/Parakeet/Rose-ringed Parakeet(53).jpeg,"(495, 660, 3)"
8276,Parakeet,Data/Parakeet/Alexandrine Parakeet(18).jpeg,"(600, 450, 3)"
8277,Parakeet,Data/Parakeet/Plum-headed Parakeet(179).jpeg,"(471, 650, 3)"
8278,Parakeet,Data/Parakeet/Alexandrine Parakeet(25).jpeg,"(536, 660, 3)"
8279,Parakeet,Data/Parakeet/Alexandrine Parakeet(60).jpeg,"(600, 496, 3)"
8280,Parakeet,Data/Parakeet/Rose-ringed Parakeet(93).jpeg,"(439, 635, 3)"
8281,Parakeet,Data/Parakeet/Plum-headed Parakeet(101).jpeg,"(433, 650, 3)"
8282,Parakeet,Data/Parakeet/Plum-headed Parakeet(144).jpeg,"(480, 640, 3)"
8283,Parakeet,Data/Parakeet/Plum-headed Parakeet(93).jpeg,"(488, 650, 3)"
8284,Parakeet,Data/Parakeet/Rose-ringed Parakeet(206).jpeg,"(600, 436, 3)"
8285,Parakeet,Data/Parakeet/Rose-ringed Parakeet(243).jpeg,"(472, 650, 3)"
8286,Parakeet,Data/Parakeet/Rose-ringed Parakeet(107).jpeg,"(471, 660, 3)"
8287,Parakeet,Data/Parakeet/Rose-ringed Parakeet(142).jpeg,"(600, 480, 3)"
8288,Parakeet,Data/Parakeet/Plum-headed Parakeet(125).jpeg,"(488, 650, 3)"
8289,Parakeet,Data/Parakeet/Alexandrine Parakeet(100).jpeg,"(612, 432, 3)"
8290,Parakeet,Data/Parakeet/Plum-headed Parakeet(160).jpeg,"(517, 650, 3)"
8291,Parakeet,Data/Parakeet/Alexandrine Parakeet(44).jpeg,"(474, 660, 3)"
8292,Parakeet,Data/Parakeet/Rose-ringed Parakeet(123).jpeg,"(480, 640, 3)"
8293,Parakeet,Data/Parakeet/Rose-ringed Parakeet(166).jpeg,"(600, 432, 3)"
8294,Parakeet,Data/Parakeet/Plum-headed Parakeet(4).jpeg,"(449, 660, 3)"
8295,Parakeet,Data/Parakeet/Rose-ringed Parakeet(222).jpeg,"(430, 650, 3)"
8296,Parakeet,Data/Parakeet/Rose-ringed Parakeet(267).jpeg,"(310, 560, 3)"
8297,Parakeet,Data/Parakeet/Alexandrine Parakeet(2).jpeg,"(440, 660, 3)"
8298,Parakeet,Data/Parakeet/Plum-headed Parakeet(32).jpeg,"(610, 610, 3)"
8299,Parakeet,Data/Parakeet/Plum-headed Parakeet(77).jpeg,"(479, 660, 3)"
8300,Parakeet,Data/Parakeet/Plum-headed Parakeet(118).jpeg,"(418, 660, 3)"
8301,Parakeet,Data/Parakeet/Alexandrine Parakeet(79).jpeg,"(444, 640, 3)"
8302,Parakeet,Data/Parakeet/Rose-ringed Parakeet(32).jpeg,"(444, 660, 3)"
8303,Parakeet,Data/Parakeet/Rose-ringed Parakeet(77).jpeg,"(455, 660, 3)"
8304,Parakeet,Data/Parakeet/Alexandrine Parakeet(84).jpeg,"(432, 648, 3)"
8305,Parakeet,Data/Parakeet/Plum-headed Parakeet(30).jpeg,"(495, 660, 3)"
8306,Parakeet,Data/Parakeet/Plum-headed Parakeet(75).jpeg,"(501, 660, 3)"
8307,Parakeet,Data/Parakeet/Rose-ringed Parakeet(159).jpeg,"(480, 640, 3)"
8308,Parakeet,Data/Parakeet/Plum-headed Parakeet(88).jpeg,"(610, 348, 3)"
8309,Parakeet,Data/Parakeet/Rose-ringed Parakeet(258).jpeg,"(419, 600, 3)"
8310,Parakeet,Data/Parakeet/Rose-ringed Parakeet(30).jpeg,"(433, 650, 3)"
8311,Parakeet,Data/Parakeet/Rose-ringed Parakeet(75).jpeg,"(473, 660, 3)"
8312,Parakeet,Data/Parakeet/Alexandrine Parakeet(86).jpeg,"(485, 650, 3)"
8313,Parakeet,Data/Parakeet/Rose-ringed Parakeet(88).jpeg,"(423, 640, 3)"
8314,Parakeet,Data/Parakeet/Rose-ringed Parakeet(8).jpeg,"(610, 522, 3)"
8315,Parakeet,Data/Parakeet/Alexandrine Parakeet(46).jpeg,"(384, 650, 3)"
8316,Parakeet,Data/Parakeet/Plum-headed Parakeet(127).jpeg,"(487, 650, 3)"
8317,Parakeet,Data/Parakeet/Plum-headed Parakeet(162).jpeg,"(600, 583, 3)"
8318,Parakeet,Data/Parakeet/Rose-ringed Parakeet(48).jpeg,"(428, 660, 3)"
8319,Parakeet,Data/Parakeet/Rose-ringed Parakeet(199).jpeg,"(386, 650, 3)"
8320,Parakeet,Data/Parakeet/Plum-headed Parakeet(6).jpeg,"(550, 660, 3)"
8321,Parakeet,Data/Parakeet/Rose-ringed Parakeet(220).jpeg,"(422, 700, 3)"
8322,Parakeet,Data/Parakeet/Rose-ringed Parakeet(265).jpeg,"(379, 500, 3)"
8323,Parakeet,Data/Parakeet/Plum-headed Parakeet(48).jpeg,"(476, 635, 3)"
8324,Parakeet,Data/Parakeet/Rose-ringed Parakeet(121).jpeg,"(372, 660, 3)"
8325,Parakeet,Data/Parakeet/Rose-ringed Parakeet(164).jpeg,"(479, 650, 3)"
8326,Parakeet,Data/Parakeet/Rose-ringed Parakeet(29).jpeg,"(600, 465, 3)"
8327,Parakeet,Data/Parakeet/Plum-headed Parakeet(103).jpeg,"(610, 585, 3)"
8328,Parakeet,Data/Parakeet/Plum-headed Parakeet(146).jpeg,"(480, 640, 3)"
8329,Parakeet,Data/Parakeet/Alexandrine Parakeet(27).jpeg,"(435, 660, 3)"
8330,Parakeet,Data/Parakeet/Alexandrine Parakeet(62).jpeg,"(448, 650, 3)"
8331,Parakeet,Data/Parakeet/Rose-ringed Parakeet(91).jpeg,"(597, 660, 3)"
8332,Parakeet,Data/Parakeet/Rose-ringed Parakeet(105).jpeg,"(380, 660, 3)"
8333,Parakeet,Data/Parakeet/Rose-ringed Parakeet(140).jpeg,"(470, 660, 3)"
8334,Parakeet,Data/Parakeet/Plum-headed Parakeet(29).jpeg,"(447, 660, 3)"
8335,Parakeet,Data/Parakeet/Plum-headed Parakeet(91).jpeg,"(474, 650, 3)"
8336,Parakeet,Data/Parakeet/Rose-ringed Parakeet(204).jpeg,"(594, 640, 3)"
8337,Parakeet,Data/Parakeet/Rose-ringed Parakeet(241).jpeg,"(600, 399, 3)"
8338,Parakeet,Data/Parakeet/Rose-ringed Parakeet(239).jpeg,"(599, 424, 3)"
8339,Parakeet,Data/Parakeet/Rose-ringed Parakeet(180).jpeg,"(600, 450, 3)"
8340,Parakeet,Data/Parakeet/Rose-ringed Parakeet(138).jpeg,"(452, 650, 3)"
8341,Parakeet,Data/Parakeet/suban_Rose_ringed_parakeet10.jpg,"(427, 640, 3)"
8342,Parakeet,Data/Parakeet/Plum-headed Parakeet(14).jpeg,"(440, 660, 3)"
8343,Parakeet,Data/Parakeet/Plum-headed Parakeet(51).jpeg,"(470, 660, 3)"
8344,Parakeet,Data/Parakeet/Rose-ringed Parakeet(14).jpeg,"(610, 458, 3)"
8345,Parakeet,Data/Parakeet/Rose-ringed Parakeet(51).jpeg,"(495, 660, 3)"
8346,Parakeet,Data/Parakeet/Plum-headed Parakeet(95).jpeg,"(443, 650, 3)"
8347,Parakeet,Data/Parakeet/Rose-ringed Parakeet(200).jpeg,"(446, 650, 3)"
8348,Parakeet,Data/Parakeet/Rose-ringed Parakeet(245).jpeg,"(650, 427, 3)"
8349,Parakeet,Data/Parakeet/Rose-ringed Parakeet(101).jpeg,"(600, 466, 3)"
8350,Parakeet,Data/Parakeet/Rose-ringed Parakeet(144).jpeg,"(477, 660, 3)"
8351,Parakeet,Data/Parakeet/Plum-headed Parakeet(68).jpeg,"(610, 322, 3)"
