,Bird Class,Image Path,Image Size
5982,Indian_robin,Data2/Indian_robin/Indian Robin(156).jpeg,"(474, 562, 3)"
5983,Indian_robin,Data2/Indian_robin/Indian Robin(113).jpeg,"(552, 660, 3)"
5984,Indian_robin,Data2/Indian_robin/Indian Robin(257).jpeg,"(494, 650, 3)"
5985,Indian_robin,Data2/Indian_robin/Indian Robin(9).jpeg,"(495, 660, 3)"
5986,Indian_robin,Data2/Indian_robin/Indian Robin(212).jpeg,"(453, 640, 3)"
5987,Indian_robin,Data2/Indian_robin/Indian Robin(273).jpeg,"(439, 600, 3)"
5988,Indian_robin,Data2/Indian_robin/Indian Robin(94).jpeg,"(495, 660, 3)"
5989,Indian_robin,Data2/Indian_robin/Indian Robin(236).jpeg,"(515, 650, 3)"
5990,Indian_robin,Data2/Indian_robin/suban_Indian_robin14.jpg,"(640, 446, 3)"
5991,Indian_robin,Data2/Indian_robin/Indian Robin(69).jpeg,"(517, 660, 3)"
5992,Indian_robin,Data2/Indian_robin/Indian Robin(172).jpeg,"(461, 650, 3)"
5993,Indian_robin,Data2/Indian_robin/Indian Robin(137).jpeg,"(404, 650, 3)"
5994,Indian_robin,Data2/Indian_robin/Indian Robin(54).jpeg,"(482, 660, 3)"
5995,Indian_robin,Data2/Indian_robin/Indian Robin(11).jpeg,"(440, 660, 3)"
5996,Indian_robin,Data2/Indian_robin/Indian Robin(28).jpeg,"(439, 660, 3)"
5997,Indian_robin,Data2/Indian_robin/Indian Robin(176).jpeg,"(600, 495, 3)"
5998,Indian_robin,Data2/Indian_robin/Indian Robin(133).jpeg,"(480, 640, 3)"
5999,Indian_robin,Data2/Indian_robin/Indian Robin(277).jpeg,"(476, 637, 3)"
6000,Indian_robin,Data2/Indian_robin/Indian Robin(90).jpeg,"(495, 660, 3)"
6001,Indian_robin,Data2/Indian_robin/Indian Robin(232).jpeg,"(568, 650, 3)"
6002,Indian_robin,Data2/Indian_robin/Indian Robin(50).jpeg,"(495, 660, 3)"
6003,Indian_robin,Data2/Indian_robin/Indian Robin(15).jpeg,"(495, 660, 3)"
6004,Indian_robin,Data2/Indian_robin/suban_Indian_robin10.jpg,"(640, 632, 3)"
6005,Indian_robin,Data2/Indian_robin/Indian Robin(74).jpeg,"(455, 660, 3)"
6006,Indian_robin,Data2/Indian_robin/Indian Robin(31).jpeg,"(482, 660, 3)"
6007,Indian_robin,Data2/Indian_robin/Indian Robin(89).jpeg,"(495, 660, 3)"
6008,Indian_robin,Data2/Indian_robin/Indian Robin(192).jpeg,"(579, 650, 3)"
6009,Indian_robin,Data2/Indian_robin/suban_Indian_robin2.jpg,"(540, 640, 3)"
6010,Indian_robin,Data2/Indian_robin/Indian Robin(253).jpeg,"(417, 590, 3)"
6011,Indian_robin,Data2/Indian_robin/Indian Robin(216).jpeg,"(493, 640, 3)"
6012,Indian_robin,Data2/Indian_robin/Indian Robin(152).jpeg,"(449, 660, 3)"
6013,Indian_robin,Data2/Indian_robin/Indian Robin(117).jpeg,"(600, 621, 3)"
6014,Indian_robin,Data2/Indian_robin/Indian Robin(49).jpeg,"(518, 660, 3)"
6015,Indian_robin,Data2/Indian_robin/Indian Robin(150).jpeg,"(493, 660, 3)"
6016,Indian_robin,Data2/Indian_robin/Indian Robin(115).jpeg,"(492, 660, 3)"
6017,Indian_robin,Data2/Indian_robin/suban_Indian_robin0.jpg,"(640, 429, 3)"
6018,Indian_robin,Data2/Indian_robin/Indian Robin(251).jpeg,"(472, 650, 3)"
6019,Indian_robin,Data2/Indian_robin/Indian Robin(214).jpeg,"(453, 640, 3)"
6020,Indian_robin,Data2/Indian_robin/Indian Robin(190).jpeg,"(542, 650, 3)"
6021,Indian_robin,Data2/Indian_robin/Indian Robin(229).jpeg,"(433, 650, 3)"
6022,Indian_robin,Data2/Indian_robin/Indian Robin(76).jpeg,"(469, 660, 3)"
6023,Indian_robin,Data2/Indian_robin/Indian Robin(33).jpeg,"(465, 660, 3)"
6024,Indian_robin,Data2/Indian_robin/Indian Robin(128).jpeg,"(600, 613, 3)"
6025,Indian_robin,Data2/Indian_robin/suban_Indian_robin12.jpg,"(566, 640, 3)"
6026,Indian_robin,Data2/Indian_robin/Indian Robin(149).jpeg,"(462, 660, 3)"
6027,Indian_robin,Data2/Indian_robin/Indian Robin(52).jpeg,"(495, 660, 3)"
6028,Indian_robin,Data2/Indian_robin/Indian Robin(17).jpeg,"(495, 660, 3)"
6029,Indian_robin,Data2/Indian_robin/Indian Robin(248).jpeg,"(435, 650, 3)"
6030,Indian_robin,Data2/Indian_robin/Indian Robin(275).jpeg,"(448, 630, 3)"
6031,Indian_robin,Data2/Indian_robin/Indian Robin(92).jpeg,"(495, 660, 3)"
6032,Indian_robin,Data2/Indian_robin/Indian Robin(230).jpeg,"(484, 650, 3)"
6033,Indian_robin,Data2/Indian_robin/Indian Robin(189).jpeg,"(488, 650, 3)"
6034,Indian_robin,Data2/Indian_robin/Indian Robin(174).jpeg,"(466, 650, 3)"
6035,Indian_robin,Data2/Indian_robin/Indian Robin(131).jpeg,"(536, 660, 3)"
6036,Indian_robin,Data2/Indian_robin/robin3.jpg,"(600, 800, 3)"
6037,Indian_robin,Data2/Indian_robin/Indian Robin(112).jpeg,"(488, 650, 3)"
6038,Indian_robin,Data2/Indian_robin/Indian Robin(157).jpeg,"(440, 660, 3)"
6039,Indian_robin,Data2/Indian_robin/Indian Robin(213).jpeg,"(426, 640, 3)"
6040,Indian_robin,Data2/Indian_robin/Indian Robin(256).jpeg,"(487, 650, 3)"
6041,Indian_robin,Data2/Indian_robin/Indian Robin(8).jpeg,"(467, 660, 3)"
6042,Indian_robin,Data2/Indian_robin/Indian Robin(197).jpeg,"(464, 650, 3)"
6043,Indian_robin,Data2/Indian_robin/Indian Robin(34).jpeg,"(610, 438, 3)"
6044,Indian_robin,Data2/Indian_robin/Indian Robin(71).jpeg,"(493, 660, 3)"
6045,Indian_robin,Data2/Indian_robin/robin2.jpeg,"(192, 262, 3)"
6046,Indian_robin,Data2/Indian_robin/Indian Robin(10).jpeg,"(469, 660, 3)"
6047,Indian_robin,Data2/Indian_robin/Indian Robin(55).jpeg,"(499, 660, 3)"
6048,Indian_robin,Data2/Indian_robin/Indian Robin(237).jpeg,"(500, 650, 3)"
6049,Indian_robin,Data2/Indian_robin/Indian Robin(272).jpeg,"(494, 520, 3)"
6050,Indian_robin,Data2/Indian_robin/Indian Robin(95).jpeg,"(495, 660, 3)"
6051,Indian_robin,Data2/Indian_robin/Indian Robin(68).jpeg,"(473, 660, 3)"
6052,Indian_robin,Data2/Indian_robin/Indian Robin(136).jpeg,"(600, 604, 3)"
6053,Indian_robin,Data2/Indian_robin/Indian Robin(173).jpeg,"(600, 555, 3)"
6054,Indian_robin,Data2/Indian_robin/Indian Robin(134).jpeg,"(520, 660, 3)"
6055,Indian_robin,Data2/Indian_robin/Indian Robin(171).jpeg,"(466, 650, 3)"
6056,Indian_robin,Data2/Indian_robin/Indian Robin(235).jpeg,"(529, 650, 3)"
6057,Indian_robin,Data2/Indian_robin/Indian Robin(270).jpeg,"(431, 600, 3)"
6058,Indian_robin,Data2/Indian_robin/Indian Robin(97).jpeg,"(600, 601, 3)"
6059,Indian_robin,Data2/Indian_robin/Indian Robin(208).jpeg,"(492, 650, 3)"
6060,Indian_robin,Data2/Indian_robin/Indian Robin(109).jpeg,"(441, 660, 3)"
6061,Indian_robin,Data2/Indian_robin/Indian Robin(12).jpeg,"(519, 660, 3)"
6062,Indian_robin,Data2/Indian_robin/Indian Robin(57).jpeg,"(469, 660, 3)"
6063,Indian_robin,Data2/Indian_robin/Indian Robin(36).jpeg,"(525, 660, 3)"
6064,Indian_robin,Data2/Indian_robin/Indian Robin(73).jpeg,"(494, 660, 3)"
6065,Indian_robin,Data2/Indian_robin/Indian Robin(168).jpeg,"(490, 660, 3)"
6066,Indian_robin,Data2/Indian_robin/Indian Robin(195).jpeg,"(488, 650, 3)"
6067,Indian_robin,Data2/Indian_robin/Indian Robin(269).jpeg,"(480, 600, 3)"
6068,Indian_robin,Data2/Indian_robin/Indian Robin(211).jpeg,"(453, 640, 3)"
6069,Indian_robin,Data2/Indian_robin/Indian Robin(254).jpeg,"(655, 620, 3)"
6070,Indian_robin,Data2/Indian_robin/Indian Robin(110).jpeg,"(491, 660, 3)"
6071,Indian_robin,Data2/Indian_robin/Indian Robin(155).jpeg,"(610, 467, 3)"
6072,Indian_robin,Data2/Indian_robin/Indian Robin(191).jpeg,"(366, 650, 3)"
6073,Indian_robin,Data2/Indian_robin/Indian Robin(228).jpeg,"(600, 445, 3)"
6074,Indian_robin,Data2/Indian_robin/Indian Robin(32).jpeg,"(443, 660, 3)"
6075,Indian_robin,Data2/Indian_robin/Indian Robin(77).jpeg,"(610, 475, 3)"
6076,Indian_robin,Data2/Indian_robin/Indian Robin(129).jpeg,"(482, 660, 3)"
6077,Indian_robin,Data2/Indian_robin/Indian Robin(114).jpeg,"(500, 660, 3)"
6078,Indian_robin,Data2/Indian_robin/Indian Robin(151).jpeg,"(479, 660, 3)"
6079,Indian_robin,Data2/Indian_robin/Indian Robin(215).jpeg,"(600, 505, 3)"
6080,Indian_robin,Data2/Indian_robin/Indian Robin(250).jpeg,"(429, 640, 3)"
6081,Indian_robin,Data2/Indian_robin/Indian Robin(231).jpeg,"(608, 519, 3)"
6082,Indian_robin,Data2/Indian_robin/Indian Robin(274).jpeg,"(550, 453, 3)"
6083,Indian_robin,Data2/Indian_robin/Indian Robin(93).jpeg,"(495, 660, 3)"
6084,Indian_robin,Data2/Indian_robin/Indian Robin(188).jpeg,"(488, 650, 3)"
6085,Indian_robin,Data2/Indian_robin/Indian Robin(130).jpeg,"(495, 660, 3)"
6086,Indian_robin,Data2/Indian_robin/Indian Robin(175).jpeg,"(456, 650, 3)"
6087,Indian_robin,Data2/Indian_robin/Indian Robin(148).jpeg,"(493, 658, 3)"
6088,Indian_robin,Data2/Indian_robin/Indian Robin(16).jpeg,"(495, 660, 3)"
6089,Indian_robin,Data2/Indian_robin/Indian Robin(53).jpeg,"(512, 660, 3)"
6090,Indian_robin,Data2/Indian_robin/Indian Robin(249).jpeg,"(435, 650, 3)"
6091,Indian_robin,Data2/Indian_robin/robin4.jpg,"(324, 432, 3)"
6092,Indian_robin,Data2/Indian_robin/Indian Robin(14).jpeg,"(495, 660, 3)"
6093,Indian_robin,Data2/Indian_robin/Indian Robin(51).jpeg,"(495, 660, 3)"
6094,Indian_robin,Data2/Indian_robin/Indian Robin(29).jpeg,"(436, 660, 3)"
6095,Indian_robin,Data2/Indian_robin/Indian Robin(132).jpeg,"(480, 640, 3)"
6096,Indian_robin,Data2/Indian_robin/Indian Robin(177).jpeg,"(459, 660, 3)"
6097,Indian_robin,Data2/Indian_robin/Indian Robin(233).jpeg,"(428, 640, 3)"
6098,Indian_robin,Data2/Indian_robin/Indian Robin(276).jpeg,"(626, 432, 3)"
6099,Indian_robin,Data2/Indian_robin/Indian Robin(91).jpeg,"(495, 660, 3)"
6100,Indian_robin,Data2/Indian_robin/Indian Robin(217).jpeg,"(566, 650, 3)"
6101,Indian_robin,Data2/Indian_robin/Indian Robin(252).jpeg,"(467, 650, 3)"
6102,Indian_robin,Data2/Indian_robin/Indian Robin(116).jpeg,"(494, 660, 3)"
6103,Indian_robin,Data2/Indian_robin/Indian Robin(153).jpeg,"(459, 650, 3)"
6104,Indian_robin,Data2/Indian_robin/Indian Robin(48).jpeg,"(600, 608, 3)"
6105,Indian_robin,Data2/Indian_robin/Indian Robin(30).jpeg,"(440, 660, 3)"
6106,Indian_robin,Data2/Indian_robin/Indian Robin(75).jpeg,"(600, 600, 3)"
6107,Indian_robin,Data2/Indian_robin/Indian Robin(88).jpeg,"(495, 660, 3)"
6108,Indian_robin,Data2/Indian_robin/Indian Robin(193).jpeg,"(559, 650, 3)"
6109,Indian_robin,Data2/Indian_robin/Indian Robin(79).jpeg,"(600, 413, 3)"
6110,Indian_robin,Data2/Indian_robin/Indian Robin(162).jpeg,"(495, 660, 3)"
6111,Indian_robin,Data2/Indian_robin/Indian Robin(127).jpeg,"(480, 640, 3)"
6112,Indian_robin,Data2/Indian_robin/Indian Robin(263).jpeg,"(399, 640, 3)"
6113,Indian_robin,Data2/Indian_robin/Indian Robin(84).jpeg,"(527, 660, 3)"
6114,Indian_robin,Data2/Indian_robin/Indian Robin(226).jpeg,"(456, 650, 3)"
6115,Indian_robin,Data2/Indian_robin/Indian Robin(44).jpeg,"(518, 660, 3)"
6116,Indian_robin,Data2/Indian_robin/Indian Robin(60).jpeg,"(610, 458, 3)"
6117,Indian_robin,Data2/Indian_robin/Indian Robin(25).jpeg,"(507, 660, 3)"
6118,Indian_robin,Data2/Indian_robin/Indian Robin(186).jpeg,"(420, 650, 3)"
6119,Indian_robin,Data2/Indian_robin/Indian Robin(247).jpeg,"(492, 650, 3)"
6120,Indian_robin,Data2/Indian_robin/Indian Robin(202).jpeg,"(542, 650, 3)"
6121,Indian_robin,Data2/Indian_robin/Indian Robin(146).jpeg,"(483, 660, 3)"
6122,Indian_robin,Data2/Indian_robin/Indian Robin(103).jpeg,"(495, 660, 3)"
6123,Indian_robin,Data2/Indian_robin/Indian Robin(18).jpeg,"(495, 660, 3)"
6124,Indian_robin,Data2/Indian_robin/Indian Robin(144).jpeg,"(571, 660, 3)"
6125,Indian_robin,Data2/Indian_robin/Indian Robin(101).jpeg,"(495, 660, 3)"
6126,Indian_robin,Data2/Indian_robin/Indian Robin(245).jpeg,"(434, 650, 3)"
6127,Indian_robin,Data2/Indian_robin/Indian Robin(200).jpeg,"(433, 650, 3)"
6128,Indian_robin,Data2/Indian_robin/Indian Robin(184).jpeg,"(488, 650, 3)"
6129,Indian_robin,Data2/Indian_robin/Indian Robin(278).jpeg,"(459, 584, 3)"
6130,Indian_robin,Data2/Indian_robin/Indian Robin(285).jpeg,"(400, 600, 3)"
6131,Indian_robin,Data2/Indian_robin/Indian Robin(62).jpeg,"(495, 660, 3)"
6132,Indian_robin,Data2/Indian_robin/Indian Robin(27).jpeg,"(441, 660, 3)"
6133,Indian_robin,Data2/Indian_robin/Indian Robin(179).jpeg,"(452, 650, 3)"
6134,Indian_robin,Data2/Indian_robin/Indian Robin(118).jpeg,"(440, 660, 3)"
6135,Indian_robin,Data2/Indian_robin/Indian Robin(46).jpeg,"(610, 464, 3)"
6136,Indian_robin,Data2/Indian_robin/Indian Robin(219).jpeg,"(458, 650, 3)"
6137,Indian_robin,Data2/Indian_robin/Indian Robin(2).jpeg,"(481, 660, 3)"
6138,Indian_robin,Data2/Indian_robin/Indian Robin(261).jpeg,"(450, 640, 3)"
6139,Indian_robin,Data2/Indian_robin/Indian Robin(86).jpeg,"(526, 660, 3)"
6140,Indian_robin,Data2/Indian_robin/Indian Robin(224).jpeg,"(433, 650, 3)"
6141,Indian_robin,Data2/Indian_robin/Indian Robin(160).jpeg,"(431, 650, 3)"
6142,Indian_robin,Data2/Indian_robin/Indian Robin(125).jpeg,"(490, 660, 3)"
6143,Indian_robin,Data2/Indian_robin/Indian Robin(6).jpeg,"(454, 660, 3)"
6144,Indian_robin,Data2/Indian_robin/Indian Robin(258).jpeg,"(418, 640, 3)"
6145,Indian_robin,Data2/Indian_robin/Indian Robin(159).jpeg,"(471, 650, 3)"
6146,Indian_robin,Data2/Indian_robin/Indian Robin(42).jpeg,"(496, 660, 3)"
6147,Indian_robin,Data2/Indian_robin/Indian Robin(164).jpeg,"(450, 654, 3)"
6148,Indian_robin,Data2/Indian_robin/Indian Robin(121).jpeg,"(444, 650, 3)"
6149,Indian_robin,Data2/Indian_robin/Indian Robin(265).jpeg,"(517, 650, 3)"
6150,Indian_robin,Data2/Indian_robin/Indian Robin(82).jpeg,"(495, 660, 3)"
6151,Indian_robin,Data2/Indian_robin/Indian Robin(220).jpeg,"(431, 640, 3)"
6152,Indian_robin,Data2/Indian_robin/Indian Robin(199).jpeg,"(600, 627, 3)"
6153,Indian_robin,Data2/Indian_robin/Indian Robin(241).jpeg,"(517, 650, 3)"
6154,Indian_robin,Data2/Indian_robin/Indian Robin(204).jpeg,"(473, 640, 3)"
6155,Indian_robin,Data2/Indian_robin/Indian Robin(140).jpeg,"(431, 650, 3)"
6156,Indian_robin,Data2/Indian_robin/Indian Robin(105).jpeg,"(600, 638, 3)"
6157,Indian_robin,Data2/Indian_robin/Indian Robin(281).jpeg,"(400, 600, 3)"
6158,Indian_robin,Data2/Indian_robin/Indian Robin(66).jpeg,"(495, 660, 3)"
6159,Indian_robin,Data2/Indian_robin/Indian Robin(23).jpeg,"(610, 612, 3)"
6160,Indian_robin,Data2/Indian_robin/Indian Robin(138).jpeg,"(512, 660, 3)"
6161,Indian_robin,Data2/Indian_robin/Indian Robin(180).jpeg,"(375, 650, 3)"
6162,Indian_robin,Data2/Indian_robin/Indian Robin(239).jpeg,"(600, 643, 3)"
6163,Indian_robin,Data2/Indian_robin/Indian Robin(99).jpeg,"(495, 660, 3)"
6164,Indian_robin,Data2/Indian_robin/Indian Robin(182).jpeg,"(460, 650, 3)"
6165,Indian_robin,Data2/Indian_robin/Indian Robin(283).jpeg,"(408, 600, 3)"
6166,Indian_robin,Data2/Indian_robin/Indian Robin(64).jpeg,"(533, 400, 3)"
6167,Indian_robin,Data2/Indian_robin/Indian Robin(21).jpeg,"(484, 660, 3)"
6168,Indian_robin,Data2/Indian_robin/Indian Robin(142).jpeg,"(480, 640, 3)"
6169,Indian_robin,Data2/Indian_robin/Indian Robin(107).jpeg,"(494, 660, 3)"
6170,Indian_robin,Data2/Indian_robin/Indian Robin(59).jpeg,"(495, 660, 3)"
6171,Indian_robin,Data2/Indian_robin/Indian Robin(243).jpeg,"(435, 650, 3)"
6172,Indian_robin,Data2/Indian_robin/Indian Robin(206).jpeg,"(482, 650, 3)"
6173,Indian_robin,Data2/Indian_robin/Indian Robin(267).jpeg,"(448, 640, 3)"
6174,Indian_robin,Data2/Indian_robin/Indian Robin(80).jpeg,"(495, 660, 3)"
6175,Indian_robin,Data2/Indian_robin/Indian Robin(222).jpeg,"(522, 640, 3)"
6176,Indian_robin,Data2/Indian_robin/robin1.jpeg,"(183, 275, 3)"
6177,Indian_robin,Data2/Indian_robin/Indian Robin(38).jpeg,"(523, 660, 3)"
6178,Indian_robin,Data2/Indian_robin/Indian Robin(166).jpeg,"(475, 650, 3)"
6179,Indian_robin,Data2/Indian_robin/Indian Robin(123).jpeg,"(495, 660, 3)"
6180,Indian_robin,Data2/Indian_robin/Indian Robin(40).jpeg,"(432, 660, 3)"
6181,Indian_robin,Data2/Indian_robin/Indian Robin(4).jpeg,"(392, 640, 3)"
6182,Indian_robin,Data2/Indian_robin/Indian Robin(185).jpeg,"(520, 650, 3)"
6183,Indian_robin,Data2/Indian_robin/Indian Robin(279).jpeg,"(469, 600, 3)"
6184,Indian_robin,Data2/Indian_robin/Indian Robin(26).jpeg,"(447, 660, 3)"
6185,Indian_robin,Data2/Indian_robin/Indian Robin(284).jpeg,"(343, 630, 3)"
6186,Indian_robin,Data2/Indian_robin/Indian Robin(63).jpeg,"(450, 660, 3)"
6187,Indian_robin,Data2/Indian_robin/Indian Robin(178).jpeg,"(481, 660, 3)"
6188,Indian_robin,Data2/Indian_robin/Indian Robin(100).jpeg,"(433, 650, 3)"
6189,Indian_robin,Data2/Indian_robin/Indian Robin(145).jpeg,"(431, 610, 3)"
6190,Indian_robin,Data2/Indian_robin/Indian Robin(201).jpeg,"(600, 642, 3)"
6191,Indian_robin,Data2/Indian_robin/Indian Robin(244).jpeg,"(580, 650, 3)"
6192,Indian_robin,Data2/Indian_robin/Indian Robin(225).jpeg,"(366, 650, 3)"
6193,Indian_robin,Data2/Indian_robin/Indian Robin(260).jpeg,"(403, 650, 3)"
6194,Indian_robin,Data2/Indian_robin/Indian Robin(87).jpeg,"(600, 432, 3)"
6195,Indian_robin,Data2/Indian_robin/Indian Robin(124).jpeg,"(495, 660, 3)"
6196,Indian_robin,Data2/Indian_robin/Indian Robin(161).jpeg,"(506, 660, 3)"
6197,Indian_robin,Data2/Indian_robin/Indian Robin(119).jpeg,"(440, 660, 3)"
6198,Indian_robin,Data2/Indian_robin/Indian Robin(47).jpeg,"(419, 660, 3)"
6199,Indian_robin,Data2/Indian_robin/Indian Robin(3).jpeg,"(461, 660, 3)"
6200,Indian_robin,Data2/Indian_robin/Indian Robin(218).jpeg,"(600, 521, 3)"
6201,Indian_robin,Data2/Indian_robin/Indian Robin(1).jpeg,"(477, 660, 3)"
6202,Indian_robin,Data2/Indian_robin/Indian Robin(45).jpeg,"(440, 660, 3)"
6203,Indian_robin,Data2/Indian_robin/Indian Robin(78).jpeg,"(600, 477, 3)"
6204,Indian_robin,Data2/Indian_robin/Indian Robin(126).jpeg,"(481, 660, 3)"
6205,Indian_robin,Data2/Indian_robin/Indian Robin(163).jpeg,"(498, 660, 3)"
6206,Indian_robin,Data2/Indian_robin/Indian Robin(227).jpeg,"(465, 650, 3)"
6207,Indian_robin,Data2/Indian_robin/Indian Robin(262).jpeg,"(465, 639, 3)"
6208,Indian_robin,Data2/Indian_robin/Indian Robin(85).jpeg,"(565, 660, 3)"
6209,Indian_robin,Data2/Indian_robin/suban_Indian_robin20.jpg,"(640, 541, 3)"
6210,Indian_robin,Data2/Indian_robin/Indian Robin(203).jpeg,"(461, 650, 3)"
6211,Indian_robin,Data2/Indian_robin/Indian Robin(246).jpeg,"(454, 650, 3)"
6212,Indian_robin,Data2/Indian_robin/Indian Robin(102).jpeg,"(495, 660, 3)"
6213,Indian_robin,Data2/Indian_robin/Indian Robin(147).jpeg,"(424, 660, 3)"
6214,Indian_robin,Data2/Indian_robin/Indian Robin(19).jpeg,"(331, 660, 3)"
6215,Indian_robin,Data2/Indian_robin/Indian Robin(24).jpeg,"(583, 660, 3)"
6216,Indian_robin,Data2/Indian_robin/Indian Robin(61).jpeg,"(495, 660, 3)"
6217,Indian_robin,Data2/Indian_robin/Indian Robin(187).jpeg,"(600, 450, 3)"
6218,Indian_robin,Data2/Indian_robin/Indian Robin(106).jpeg,"(477, 650, 3)"
6219,Indian_robin,Data2/Indian_robin/Indian Robin(143).jpeg,"(451, 660, 3)"
6220,Indian_robin,Data2/Indian_robin/Indian Robin(58).jpeg,"(600, 562, 3)"
6221,Indian_robin,Data2/Indian_robin/Indian Robin(207).jpeg,"(413, 640, 3)"
6222,Indian_robin,Data2/Indian_robin/Indian Robin(242).jpeg,"(494, 650, 3)"
6223,Indian_robin,Data2/Indian_robin/Indian Robin(98).jpeg,"(440, 660, 3)"
6224,Indian_robin,Data2/Indian_robin/Indian Robin(183).jpeg,"(453, 640, 3)"
6225,Indian_robin,Data2/Indian_robin/Indian Robin(20).jpeg,"(464, 660, 3)"
6226,Indian_robin,Data2/Indian_robin/Indian Robin(282).jpeg,"(413, 600, 3)"
6227,Indian_robin,Data2/Indian_robin/Indian Robin(65).jpeg,"(495, 660, 3)"
6228,Indian_robin,Data2/Indian_robin/Indian Robin(41).jpeg,"(440, 660, 3)"
6229,Indian_robin,Data2/Indian_robin/suban_Indian_robin18.jpg,"(640, 499, 3)"
6230,Indian_robin,Data2/Indian_robin/Indian Robin(5).jpeg,"(504, 660, 3)"
6231,Indian_robin,Data2/Indian_robin/Indian Robin(223).jpeg,"(360, 640, 3)"
6232,Indian_robin,Data2/Indian_robin/Indian Robin(266).jpeg,"(451, 660, 3)"
6233,Indian_robin,Data2/Indian_robin/Indian Robin(81).jpeg,"(495, 660, 3)"
6234,Indian_robin,Data2/Indian_robin/Indian Robin(39).jpeg,"(562, 660, 3)"
6235,Indian_robin,Data2/Indian_robin/Indian Robin(122).jpeg,"(552, 660, 3)"
6236,Indian_robin,Data2/Indian_robin/Indian Robin(167).jpeg,"(449, 650, 3)"
6237,Indian_robin,Data2/Indian_robin/Indian Robin(120).jpeg,"(541, 660, 3)"
6238,Indian_robin,Data2/Indian_robin/Indian Robin(165).jpeg,"(500, 650, 3)"
6239,Indian_robin,Data2/Indian_robin/Indian Robin(221).jpeg,"(407, 650, 3)"
6240,Indian_robin,Data2/Indian_robin/Indian Robin(264).jpeg,"(413, 640, 3)"
6241,Indian_robin,Data2/Indian_robin/Indian Robin(83).jpeg,"(600, 413, 3)"
6242,Indian_robin,Data2/Indian_robin/Indian Robin(198).jpeg,"(600, 614, 3)"
6243,Indian_robin,Data2/Indian_robin/Indian Robin(7).jpeg,"(418, 660, 3)"
6244,Indian_robin,Data2/Indian_robin/Indian Robin(259).jpeg,"(600, 393, 3)"
6245,Indian_robin,Data2/Indian_robin/Indian Robin(158).jpeg,"(480, 640, 3)"
6246,Indian_robin,Data2/Indian_robin/Indian Robin(43).jpeg,"(444, 660, 3)"
6247,Indian_robin,Data2/Indian_robin/Indian Robin(22).jpeg,"(549, 660, 3)"
6248,Indian_robin,Data2/Indian_robin/Indian Robin(280).jpeg,"(400, 600, 3)"
6249,Indian_robin,Data2/Indian_robin/Indian Robin(67).jpeg,"(443, 660, 3)"
6250,Indian_robin,Data2/Indian_robin/Indian Robin(139).jpeg,"(500, 660, 3)"
6251,Indian_robin,Data2/Indian_robin/Indian Robin(181).jpeg,"(488, 650, 3)"
6252,Indian_robin,Data2/Indian_robin/Indian Robin(238).jpeg,"(453, 640, 3)"
6253,Indian_robin,Data2/Indian_robin/suban_Indian_robin8.jpg,"(539, 640, 3)"
6254,Indian_robin,Data2/Indian_robin/Indian Robin(205).jpeg,"(453, 640, 3)"
6255,Indian_robin,Data2/Indian_robin/Indian Robin(240).jpeg,"(498, 650, 3)"
6256,Indian_robin,Data2/Indian_robin/Indian Robin(104).jpeg,"(600, 627, 3)"
6257,Indian_robin,Data2/Indian_robin/Indian Robin(141).jpeg,"(480, 640, 3)"
6258,Jungle_Crow,Data2/Jungle_Crow/Jungle Crow_Large-billed Crow(2).jpeg,"(454, 660, 3)"
6259,Jungle_Crow,Data2/Jungle_Crow/Jungle Crow_Large-billed Crow(286).jpeg,"(600, 617, 3)"
6260,Jungle_Crow,Data2/Jungle_Crow/Jungle Crow_Large-billed Crow(187).jpeg,"(600, 400, 3)"
6261,Jungle_Crow,Data2/Jungle_Crow/Jungle Crow_Large-billed Crow(87).jpeg,"(606, 456, 3)"
6262,Jungle_Crow,Data2/Jungle_Crow/Jungle Crow_Large-billed Crow(203).jpeg,"(453, 640, 3)"
6263,Jungle_Crow,Data2/Jungle_Crow/Jungle Crow_Large-billed Crow(246).jpeg,"(428, 650, 3)"
6264,Jungle_Crow,Data2/Jungle_Crow/Jungle Crow_Large-billed Crow(47).jpeg,"(572, 660, 3)"
6265,Jungle_Crow,Data2/Jungle_Crow/Jungle Crow_Large-billed Crow(102).jpeg,"(473, 660, 3)"
6266,Jungle_Crow,Data2/Jungle_Crow/Jungle Crow_Large-billed Crow(147).jpeg,"(480, 640, 3)"
6267,Jungle_Crow,Data2/Jungle_Crow/Jungle Crow_Large-billed Crow(126).jpeg,"(480, 640, 3)"
6268,Jungle_Crow,Data2/Jungle_Crow/Jungle Crow_Large-billed Crow(163).jpeg,"(518, 660, 3)"
6269,Jungle_Crow,Data2/Jungle_Crow/Jungle Crow_Large-billed Crow(63).jpeg,"(462, 660, 3)"
6270,Jungle_Crow,Data2/Jungle_Crow/Jungle Crow_Large-billed Crow(26).jpeg,"(495, 660, 3)"
6271,Jungle_Crow,Data2/Jungle_Crow/Jungle Crow_Large-billed Crow(227).jpeg,"(600, 550, 3)"
6272,Jungle_Crow,Data2/Jungle_Crow/Jungle Crow_Large-billed Crow(262).jpeg,"(467, 650, 3)"
6273,Jungle_Crow,Data2/Jungle_Crow/Jungle Crow_Large-billed Crow(305).jpeg,"(417, 600, 3)"
