,path to original,path to crop,startX,startY,endX,endY,confidence,width,height,class
9413,Data/Partridge/Grey Francolin(6).jpeg,Cropped/Bird9099_9413.jpg,363.0,213.0,653.0,435.0,0.2764597237110138,660.0,450.0,Partridge
9414,Data/Partridge/Black Francolin(62).jpeg,Cropped/Bird9100_9414.jpg,397.0,86.0,571.0,205.0,0.27613723278045654,650.0,331.0,Partridge
9415,Data/Partridge/Black Francolin(27).jpeg,Cropped/Bird9101_9415.jpg,65.0,134.0,582.0,549.0,0.9984610080718994,660.0,549.0,Partridge
9416,Data/Partridge/Grey Francolin(160).jpeg,Cropped/Bird9102_9416.jpg,92.0,31.0,286.0,457.0,0.9985678195953369,660.0,472.0,Partridge
9417,Data/Partridge/Grey Francolin(160).jpeg,Cropped/Bird9102_9417.jpg,313.0,129.0,486.0,453.0,0.9846276640892029,660.0,472.0,Partridge
9418,Data/Partridge/Grey Francolin(125).jpeg,Cropped/Bird9103_9418.jpg,103.0,51.0,374.0,431.0,0.9994695782661438,660.0,495.0,Partridge
9419,Data/Partridge/Grey Francolin(261).jpeg,Cropped/Bird9104_9419.jpg,94.0,113.0,260.0,548.0,0.9988276362419128,555.0,600.0,Partridge
9420,Data/Partridge/Grey Francolin(261).jpeg,Cropped/Bird9104_9420.jpg,218.0,107.0,404.0,508.0,0.9980582594871521,555.0,600.0,Partridge
9421,Data/Partridge/Grey Francolin(224).jpeg,Cropped/Bird9105_9421.jpg,232.0,214.0,602.0,402.0,0.833779513835907,650.0,441.0,Partridge
9422,Data/Partridge/Grey Francolin(224).jpeg,Cropped/Bird9105_9422.jpg,1.0,9.0,277.0,221.0,0.3637928068637848,650.0,441.0,Partridge
9423,Data/Partridge/Black Francolin(60).jpeg,Cropped/Bird9106_9423.jpg,127.0,81.0,396.0,443.0,0.9894183278083801,650.0,479.0,Partridge
9424,Data/Partridge/Black Francolin(25).jpeg,Cropped/Bird9107_9424.jpg,124.0,96.0,639.0,395.0,0.9999957084655762,660.0,420.0,Partridge
9425,Data/Partridge/Grey Francolin(263).jpeg,Cropped/Bird9108_9425.jpg,308.0,108.0,590.0,277.0,0.9921349287033081,600.0,400.0,Partridge
9426,Data/Partridge/Grey Francolin(263).jpeg,Cropped/Bird9108_9426.jpg,37.0,184.0,367.0,319.0,0.8326102495193481,600.0,400.0,Partridge
9427,Data/Partridge/Grey Francolin(226).jpeg,Cropped/Bird9109_9427.jpg,291.0,81.0,516.0,431.0,0.969595193862915,619.0,600.0,Partridge
9428,Data/Partridge/Grey Francolin(226).jpeg,Cropped/Bird9109_9428.jpg,63.0,200.0,489.0,414.0,0.38222286105155945,619.0,600.0,Partridge
9429,Data/Partridge/Grey Francolin(162).jpeg,Cropped/Bird9110_9429.jpg,203.0,4.0,664.0,287.0,0.675316333770752,660.0,517.0,Partridge
9430,Data/Partridge/Grey Francolin(162).jpeg,Cropped/Bird9110_9430.jpg,50.0,60.0,653.0,456.0,0.4099407494068146,660.0,517.0,Partridge
9431,Data/Partridge/Grey Francolin(162).jpeg,Cropped/Bird9110_9431.jpg,55.0,141.0,136.0,255.0,0.3869866132736206,660.0,517.0,Partridge
9432,Data/Partridge/Grey Francolin(127).jpeg,Cropped/Bird9111_9432.jpg,222.0,79.0,510.0,578.0,0.9971724152565002,570.0,600.0,Partridge
9433,Data/Partridge/Grey Francolin(37).jpeg,Cropped/Bird9112_9433.jpg,46.0,102.0,596.0,495.0,0.999991774559021,660.0,532.0,Partridge
9434,Data/Partridge/Grey Francolin(72).jpeg,Cropped/Bird9113_9434.jpg,233.0,66.0,504.0,512.0,0.9993233680725098,660.0,555.0,Partridge
9435,Data/Partridge/Grey Francolin(4).jpeg,Cropped/Bird9114_9435.jpg,254.0,97.0,546.0,426.0,0.9992668032646179,660.0,474.0,Partridge
9436,Data/Partridge/Black Francolin(18).jpeg,Cropped/Bird9115_9436.jpg,150.0,48.0,529.0,343.0,0.9983658194541931,640.0,399.0,Partridge
9437,Data/Partridge/Grey Francolin(186).jpeg,Cropped/Bird9116_9437.jpg,168.0,168.0,610.0,422.0,0.9994133710861206,640.0,480.0,Partridge
9438,Data/Partridge/Grey Francolin(13).jpeg,Cropped/Bird9117_9438.jpg,14.0,73.0,580.0,346.0,0.6916056871414185,660.0,413.0,Partridge
9439,Data/Partridge/Grey Francolin(56).jpeg,Cropped/Bird9118_9439.jpg,30.0,181.0,638.0,375.0,0.9925714135169983,660.0,440.0,Partridge
9440,Data/Partridge/Grey Francolin(56).jpeg,Cropped/Bird9118_9440.jpg,50.0,207.0,372.0,368.0,0.681024432182312,660.0,440.0,Partridge
9441,Data/Partridge/Black Francolin(79).jpeg,Cropped/Bird9119_9441.jpg,366.0,57.0,546.0,228.0,0.7548364996910095,700.0,423.0,Partridge
9442,Data/Partridge/Black Francolin(84).jpeg,Cropped/Bird9120_9442.jpg,56.0,29.0,328.0,555.0,0.9999635219573975,377.0,600.0,Partridge
9443,Data/Partridge/Black Francolin(117).jpeg,Cropped/Bird9121_9443.jpg,72.0,66.0,557.0,317.0,0.9990507960319519,640.0,402.0,Partridge
9444,Data/Partridge/Black Francolin(44).jpeg,Cropped/Bird9122_9444.jpg,149.0,90.0,596.0,598.0,0.9991969466209412,599.0,600.0,Partridge
9445,Data/Partridge/Grey Francolin(146).jpeg,Cropped/Bird9123_9445.jpg,54.0,92.0,416.0,463.0,0.9958425164222717,660.0,494.0,Partridge
9446,Data/Partridge/Grey Francolin(103).jpeg,Cropped/Bird9124_9446.jpg,69.0,78.0,414.0,371.0,0.9995027780532837,634.0,457.0,Partridge
9447,Data/Partridge/Grey Francolin(96).jpeg,Cropped/Bird9125_9447.jpg,106.0,75.0,335.0,492.0,0.9999059438705444,396.0,610.0,Partridge
9448,Data/Partridge/Grey Francolin(247).jpeg,Cropped/Bird9126_9448.jpg,125.0,95.0,472.0,370.0,0.9998881816864014,640.0,453.0,Partridge
9449,Data/Partridge/Grey Francolin(202).jpeg,Cropped/Bird9127_9449.jpg,93.0,104.0,567.0,390.0,0.9999929666519165,650.0,457.0,Partridge
9450,Data/Partridge/Black Francolin(22).jpeg,Cropped/Bird9128_9450.jpg,203.0,35.0,536.0,397.0,0.9970560073852539,660.0,466.0,Partridge
9451,Data/Partridge/Black Francolin(67).jpeg,Cropped/Bird9129_9451.jpg,226.0,54.0,480.0,462.0,0.9579615592956543,619.0,590.0,Partridge
9452,Data/Partridge/Grey Francolin(221).jpeg,Cropped/Bird9130_9452.jpg,26.0,35.0,554.0,538.0,0.9974702596664429,650.0,557.0,Partridge
9453,Data/Partridge/Grey Francolin(264).jpeg,Cropped/Bird9131_9453.jpg,34.0,59.0,380.0,409.0,0.9987426400184631,600.0,449.0,Partridge
9454,Data/Partridge/Grey Francolin(198).jpeg,Cropped/Bird9132_9454.jpg,231.0,82.0,600.0,445.0,0.9902793765068054,640.0,453.0,Partridge
9455,Data/Partridge/Grey Francolin(120).jpeg,Cropped/Bird9133_9455.jpg,119.0,31.0,376.0,534.0,0.9997621178627014,484.0,610.0,Partridge
9456,Data/Partridge/Grey Francolin(165).jpeg,Cropped/Bird9134_9456.jpg,359.0,83.0,565.0,445.0,0.9779119491577148,650.0,459.0,Partridge
9457,Data/Partridge/Grey Francolin(48).jpeg,Cropped/Bird9135_9457.jpg,150.0,34.0,541.0,520.0,0.9990822076797485,660.0,570.0,Partridge
9458,Data/Partridge/Grey Francolin(158).jpeg,Cropped/Bird9136_9458.jpg,425.0,179.0,565.0,504.0,0.9889005422592163,650.0,558.0,Partridge
9459,Data/Partridge/Grey Francolin(158).jpeg,Cropped/Bird9136_9459.jpg,304.0,137.0,468.0,456.0,0.965695858001709,650.0,558.0,Partridge
9460,Data/Partridge/Grey Francolin(158).jpeg,Cropped/Bird9136_9460.jpg,65.0,48.0,262.0,408.0,0.862565279006958,650.0,558.0,Partridge
9461,Data/Partridge/Grey Francolin(75).jpeg,Cropped/Bird9137_9461.jpg,291.0,67.0,525.0,411.0,0.9952497482299805,660.0,495.0,Partridge
9462,Data/Partridge/Grey Francolin(30).jpeg,Cropped/Bird9138_9462.jpg,135.0,57.0,560.0,492.0,0.9980844259262085,650.0,495.0,Partridge
9463,Data/Partridge/Grey Francolin(88).jpeg,Cropped/Bird9139_9463.jpg,206.0,143.0,428.0,530.0,0.9869434833526611,614.0,610.0,Partridge
9464,Data/Partridge/Grey Francolin(259).jpeg,Cropped/Bird9140_9464.jpg,143.0,142.0,617.0,419.0,0.8352043628692627,650.0,501.0,Partridge
9465,Data/Partridge/Grey Francolin(3).jpeg,Cropped/Bird9141_9465.jpg,205.0,52.0,374.0,345.0,0.9856525659561157,660.0,537.0,Partridge
9466,Data/Partridge/Black Francolin(109).jpeg,Cropped/Bird9142_9466.jpg,205.0,86.0,531.0,330.0,0.9995155334472656,600.0,395.0,Partridge
9467,Data/Partridge/Grey Francolin(181).jpeg,Cropped/Bird9143_9467.jpg,91.0,65.0,397.0,422.0,0.9932855367660522,650.0,442.0,Partridge
9468,Data/Partridge/Grey Francolin(238).jpeg,Cropped/Bird9144_9468.jpg,86.0,89.0,404.0,449.0,0.9999134540557861,650.0,513.0,Partridge
9469,Data/Partridge/Grey Francolin(280).jpeg,Cropped/Bird9145_9469.jpg,54.0,117.0,255.0,250.0,0.3186694085597992,609.0,352.0,Partridge
9470,Data/Partridge/Grey Francolin(51).jpeg,Cropped/Bird9146_9470.jpg,292.0,52.0,505.0,392.0,0.31297850608825684,660.0,520.0,Partridge
9471,Data/Partridge/Grey Francolin(14).jpeg,Cropped/Bird9147_9471.jpg,145.0,74.0,572.0,481.0,0.9999508857727051,660.0,495.0,Partridge
9472,Data/Partridge/Grey Francolin(139).jpeg,Cropped/Bird9148_9472.jpg,30.0,79.0,516.0,597.0,0.9998822212219238,605.0,600.0,Partridge
9473,Data/Partridge/Black Francolin(83).jpeg,Cropped/Bird9149_9473.jpg,182.0,125.0,499.0,312.0,0.9970288872718811,650.0,448.0,Partridge
9474,Data/Partridge/Black Francolin(43).jpeg,Cropped/Bird9150_9474.jpg,318.0,85.0,586.0,562.0,0.9891310930252075,597.0,600.0,Partridge
9475,Data/Partridge/Black Francolin(43).jpeg,Cropped/Bird9150_9475.jpg,129.0,34.0,405.0,553.0,0.9574851989746094,597.0,600.0,Partridge
9476,Data/Partridge/Black Francolin(110).jpeg,Cropped/Bird9151_9476.jpg,85.0,97.0,373.0,437.0,0.9999057054519653,404.0,500.0,Partridge
9477,Data/Partridge/Grey Francolin(29).jpeg,Cropped/Bird9152_9477.jpg,241.0,225.0,557.0,487.0,0.9802777171134949,660.0,546.0,Partridge
9478,Data/Partridge/Grey Francolin(29).jpeg,Cropped/Bird9152_9478.jpg,220.0,101.0,521.0,374.0,0.4549506902694702,660.0,546.0,Partridge
9479,Data/Partridge/Grey Francolin(104).jpeg,Cropped/Bird9153_9479.jpg,168.0,81.0,506.0,565.0,0.9999810457229614,653.0,610.0,Partridge
9480,Data/Partridge/Grey Francolin(141).jpeg,Cropped/Bird9154_9480.jpg,117.0,118.0,466.0,395.0,0.9999001026153564,660.0,513.0,Partridge
9481,Data/Partridge/Grey Francolin(91).jpeg,Cropped/Bird9155_9481.jpg,125.0,127.0,434.0,503.0,0.9999738931655884,559.0,600.0,Partridge
9482,Data/Partridge/Grey Francolin(205).jpeg,Cropped/Bird9156_9482.jpg,120.0,66.0,590.0,551.0,0.9982905983924866,640.0,554.0,Partridge
9483,Data/Partridge/Grey Francolin(240).jpeg,Cropped/Bird9157_9483.jpg,19.0,120.0,420.0,391.0,0.9912229776382446,651.0,465.0,Partridge
9484,Data/Partridge/Grey Francolin(240).jpeg,Cropped/Bird9157_9484.jpg,322.0,113.0,608.0,278.0,0.7954057455062866,651.0,465.0,Partridge
9485,Data/Partridge/Black Francolin(112).jpeg,Cropped/Bird9158_9485.jpg,90.0,27.0,353.0,434.0,0.9972038269042969,650.0,444.0,Partridge
9486,Data/Partridge/Black Francolin(41).jpeg,Cropped/Bird9159_9486.jpg,298.0,85.0,476.0,439.0,0.9582838416099548,660.0,503.0,Partridge
9487,Data/Partridge/Grey Francolin(93).jpeg,Cropped/Bird9160_9487.jpg,225.0,26.0,430.0,425.0,0.9991693496704102,660.0,445.0,Partridge
9488,Data/Partridge/Grey Francolin(207).jpeg,Cropped/Bird9161_9488.jpg,39.0,138.0,551.0,373.0,0.9999181032180786,650.0,531.0,Partridge
9489,Data/Partridge/Grey Francolin(242).jpeg,Cropped/Bird9162_9489.jpg,169.0,81.0,607.0,563.0,0.999996542930603,650.0,579.0,Partridge
9490,Data/Partridge/Grey Francolin(242).jpeg,Cropped/Bird9162_9490.jpg,198.0,454.0,355.0,552.0,0.45569857954978943,650.0,579.0,Partridge
9491,Data/Partridge/Grey Francolin(106).jpeg,Cropped/Bird9163_9491.jpg,175.0,41.0,404.0,332.0,0.9995692372322083,640.0,480.0,Partridge
9492,Data/Partridge/Grey Francolin(143).jpeg,Cropped/Bird9164_9492.jpg,200.0,83.0,618.0,418.0,0.999982476234436,660.0,502.0,Partridge
9493,Data/Partridge/Grey Francolin(282).jpeg,Cropped/Bird9165_9493.jpg,24.0,28.0,391.0,369.0,0.9979360103607178,550.0,371.0,Partridge
9494,Data/Partridge/Grey Francolin(53).jpeg,Cropped/Bird9166_9494.jpg,23.0,131.0,579.0,447.0,0.9999333620071411,660.0,545.0,Partridge
9495,Data/Partridge/Grey Francolin(16).jpeg,Cropped/Bird9167_9495.jpg,150.0,166.0,554.0,438.0,0.9798579216003418,660.0,508.0,Partridge
9496,Data/Partridge/Grey Francolin(16).jpeg,Cropped/Bird9167_9496.jpg,96.0,163.0,253.0,406.0,0.441835880279541,660.0,508.0,Partridge
9497,Data/Partridge/Grey Francolin(16).jpeg,Cropped/Bird9167_9497.jpg,273.0,152.0,385.0,246.0,0.3903619050979614,660.0,508.0,Partridge
9498,Data/Partridge/Grey Francolin(183).jpeg,Cropped/Bird9168_9498.jpg,67.0,62.0,280.0,455.0,0.9966775178909302,650.0,535.0,Partridge
9499,Data/Partridge/Grey Francolin(183).jpeg,Cropped/Bird9168_9499.jpg,237.0,52.0,637.0,490.0,0.976998507976532,650.0,535.0,Partridge
9500,Data/Partridge/Black Francolin(81).jpeg,Cropped/Bird9169_9500.jpg,252.0,83.0,399.0,398.0,0.9179021120071411,700.0,469.0,Partridge
9501,Data/Partridge/Black Francolin(81).jpeg,Cropped/Bird9169_9501.jpg,232.0,50.0,420.0,216.0,0.6323557496070862,700.0,469.0,Partridge
9502,Data/Partridge/Black Francolin(39).jpeg,Cropped/Bird9170_9502.jpg,155.0,96.0,441.0,556.0,0.9995881915092468,655.0,600.0,Partridge
9503,Data/Partridge/Grey Francolin(77).jpeg,Cropped/Bird9171_9503.jpg,135.0,164.0,480.0,366.0,0.9998562335968018,660.0,495.0,Partridge
9504,Data/Partridge/Grey Francolin(32).jpeg,Cropped/Bird9172_9504.jpg,89.0,80.0,459.0,513.0,0.9999455213546753,660.0,542.0,Partridge
9505,Data/Partridge/Black Francolin(58).jpeg,Cropped/Bird9173_9505.jpg,65.0,49.0,610.0,326.0,0.9999606609344482,650.0,374.0,Partridge
9506,Data/Partridge/Grey Francolin(1).jpeg,Cropped/Bird9174_9506.jpg,288.0,72.0,631.0,424.0,0.9976480603218079,660.0,495.0,Partridge
9507,Data/Partridge/Black Francolin(98).jpeg,Cropped/Bird9175_9507.jpg,182.0,79.0,575.0,412.0,0.9998194575309753,640.0,460.0,Partridge
9508,Data/Partridge/Black Francolin(20).jpeg,Cropped/Bird9176_9508.jpg,89.0,37.0,625.0,454.0,0.9999932050704956,660.0,493.0,Partridge
9509,Data/Partridge/Black Francolin(65).jpeg,Cropped/Bird9177_9509.jpg,7.0,32.0,454.0,413.0,0.9999324083328247,650.0,491.0,Partridge
9510,Data/Partridge/Grey Francolin(122).jpeg,Cropped/Bird9178_9510.jpg,58.0,48.0,485.0,501.0,0.9999371767044067,660.0,524.0,Partridge
9511,Data/Partridge/Grey Francolin(167).jpeg,Cropped/Bird9179_9511.jpg,99.0,74.0,256.0,403.0,0.9954395890235901,660.0,440.0,Partridge
9512,Data/Partridge/Grey Francolin(223).jpeg,Cropped/Bird9180_9512.jpg,0.0,82.0,482.0,408.0,0.9996380805969238,650.0,439.0,Partridge
9513,Data/Partridge/Grey Francolin(266).jpeg,Cropped/Bird9181_9513.jpg,213.0,107.0,515.0,378.0,0.9865962862968445,600.0,480.0,Partridge
9514,Data/Partridge/Grey Francolin(5).jpeg,Cropped/Bird9182_9514.jpg,171.0,94.0,564.0,455.0,0.9999696016311646,660.0,477.0,Partridge
9515,Data/Partridge/Black Francolin(19).jpeg,Cropped/Bird9183_9515.jpg,54.0,70.0,554.0,477.0,0.9999984502792358,660.0,504.0,Partridge
9516,Data/Partridge/Grey Francolin(73).jpeg,Cropped/Bird9184_9516.jpg,68.0,214.0,242.0,443.0,0.9988879561424255,660.0,466.0,Partridge
9517,Data/Partridge/Grey Francolin(73).jpeg,Cropped/Bird9184_9517.jpg,411.0,111.0,618.0,385.0,0.9964125752449036,660.0,466.0,Partridge
9518,Data/Partridge/Grey Francolin(36).jpeg,Cropped/Bird9185_9518.jpg,57.0,170.0,643.0,404.0,0.999322772026062,660.0,491.0,Partridge
9519,Data/Partridge/Grey Francolin(227).jpeg,Cropped/Bird9186_9519.jpg,163.0,7.0,500.0,484.0,0.9990828037261963,650.0,488.0,Partridge
9520,Data/Partridge/Grey Francolin(262).jpeg,Cropped/Bird9187_9520.jpg,245.0,70.0,440.0,384.0,0.9871487021446228,600.0,400.0,Partridge
9521,Data/Partridge/Grey Francolin(126).jpeg,Cropped/Bird9188_9521.jpg,117.0,42.0,485.0,610.0,0.999935507774353,481.0,610.0,Partridge
9522,Data/Partridge/Grey Francolin(163).jpeg,Cropped/Bird9189_9522.jpg,90.0,78.0,561.0,496.0,0.9995439648628235,650.0,577.0,Partridge
9523,Data/Partridge/Black Francolin(24).jpeg,Cropped/Bird9190_9523.jpg,121.0,78.0,307.0,488.0,0.9997046589851379,660.0,497.0,Partridge
9524,Data/Partridge/Black Francolin(61).jpeg,Cropped/Bird9191_9524.jpg,73.0,58.0,434.0,461.0,0.9999459981918335,650.0,493.0,Partridge
9525,Data/Partridge/Grey Francolin(102).jpeg,Cropped/Bird9192_9525.jpg,76.0,65.0,353.0,588.0,0.9914968609809875,586.0,600.0,Partridge
9526,Data/Partridge/Grey Francolin(147).jpeg,Cropped/Bird9193_9526.jpg,0.0,39.0,648.0,549.0,0.9997280240058899,650.0,550.0,Partridge
9527,Data/Partridge/Grey Francolin(97).jpeg,Cropped/Bird9194_9527.jpg,251.0,72.0,576.0,461.0,0.9983381032943726,660.0,499.0,Partridge
9528,Data/Partridge/Grey Francolin(203).jpeg,Cropped/Bird9195_9528.jpg,160.0,156.0,400.0,453.0,0.9970165491104126,553.0,600.0,Partridge
9529,Data/Partridge/Black Francolin(116).jpeg,Cropped/Bird9197_9529.jpg,88.0,43.0,313.0,463.0,0.9993833303451538,650.0,479.0,Partridge
9530,Data/Partridge/Black Francolin(45).jpeg,Cropped/Bird9198_9530.jpg,44.0,59.0,430.0,570.0,0.9997653365135193,611.0,610.0,Partridge
9531,Data/Partridge/Black Francolin(78).jpeg,Cropped/Bird9199_9531.jpg,203.0,21.0,632.0,511.0,0.9991381168365479,656.0,600.0,Partridge
9532,Data/Partridge/Black Francolin(85).jpeg,Cropped/Bird9200_9532.jpg,214.0,74.0,592.0,459.0,0.9999644756317139,650.0,487.0,Partridge
9533,Data/Partridge/Grey Francolin(187).jpeg,Cropped/Bird9201_9533.jpg,104.0,77.0,448.0,400.0,0.9998786449432373,650.0,493.0,Partridge
9534,Data/Partridge/Grey Francolin(57).jpeg,Cropped/Bird9202_9534.jpg,99.0,10.0,377.0,401.0,0.6601007580757141,660.0,471.0,Partridge
9535,Data/Partridge/Grey Francolin(12).jpeg,Cropped/Bird9203_9535.jpg,285.0,56.0,632.0,472.0,0.9992504715919495,660.0,495.0,Partridge
9536,Data/Partridge/Grey Francolin(55).jpeg,Cropped/Bird9205_9536.jpg,99.0,106.0,322.0,397.0,0.9964357614517212,660.0,511.0,Partridge
9537,Data/Partridge/Grey Francolin(10).jpeg,Cropped/Bird9206_9537.jpg,235.0,68.0,488.0,445.0,0.9995217323303223,660.0,495.0,Partridge
9538,Data/Partridge/Grey Francolin(178).jpeg,Cropped/Bird9207_9538.jpg,108.0,68.0,599.0,491.0,0.9999953508377075,650.0,499.0,Partridge
9539,Data/Partridge/Grey Francolin(279).jpeg,Cropped/Bird9209_9539.jpg,110.0,65.0,332.0,445.0,0.9995349645614624,392.0,500.0,Partridge
9540,Data/Partridge/Grey Francolin(95).jpeg,Cropped/Bird9210_9540.jpg,-3.0,50.0,506.0,582.0,0.9998883008956909,556.0,600.0,Partridge
9541,Data/Partridge/Grey Francolin(201).jpeg,Cropped/Bird9211_9541.jpg,251.0,46.0,454.0,527.0,0.6775745749473572,583.0,600.0,Partridge
9542,Data/Partridge/Grey Francolin(244).jpeg,Cropped/Bird9212_9542.jpg,44.0,102.0,555.0,597.0,0.9987761378288269,563.0,600.0,Partridge
9543,Data/Partridge/Grey Francolin(68).jpeg,Cropped/Bird9213_9543.jpg,60.0,50.0,376.0,445.0,0.7576626539230347,660.0,495.0,Partridge
9544,Data/Partridge/Grey Francolin(100).jpeg,Cropped/Bird9214_9544.jpg,80.0,62.0,657.0,533.0,0.9999032020568848,660.0,533.0,Partridge
9545,Data/Partridge/Grey Francolin(145).jpeg,Cropped/Bird9215_9545.jpg,36.0,90.0,486.0,534.0,0.9999655485153198,660.0,608.0,Partridge
9546,Data/Partridge/Black Francolin(47).jpeg,Cropped/Bird9216_9546.jpg,14.0,59.0,433.0,423.0,0.9986133575439453,660.0,440.0,Partridge
9547,Data/Partridge/Black Francolin(114).jpeg,Cropped/Bird9217_9547.jpg,191.0,76.0,504.0,452.0,0.9996989965438843,650.0,476.0,Partridge
9548,Data/Partridge/Grey Francolin(124).jpeg,Cropped/Bird9218_9548.jpg,93.0,58.0,340.0,406.0,0.9997217059135437,650.0,419.0,Partridge
9549,Data/Partridge/Grey Francolin(161).jpeg,Cropped/Bird9219_9549.jpg,315.0,138.0,441.0,446.0,0.9880679249763489,656.0,532.0,Partridge
9550,Data/Partridge/Grey Francolin(161).jpeg,Cropped/Bird9219_9550.jpg,186.0,177.0,322.0,479.0,0.495117723941803,656.0,532.0,Partridge
9551,Data/Partridge/Grey Francolin(225).jpeg,Cropped/Bird9220_9551.jpg,13.0,86.0,315.0,541.0,0.9999943971633911,399.0,600.0,Partridge
9552,Data/Partridge/Grey Francolin(260).jpeg,Cropped/Bird9221_9552.jpg,456.0,205.0,555.0,356.0,0.8587115406990051,620.0,395.0,Partridge
9553,Data/Partridge/Grey Francolin(260).jpeg,Cropped/Bird9221_9553.jpg,189.0,105.0,356.0,353.0,0.8548687100410461,620.0,395.0,Partridge
9554,Data/Partridge/Grey Francolin(260).jpeg,Cropped/Bird9221_9554.jpg,81.0,74.0,242.0,240.0,0.6073331236839294,620.0,395.0,Partridge
9555,Data/Partridge/Black Francolin(26).jpeg,Cropped/Bird9222_9555.jpg,247.0,82.0,594.0,436.0,0.9991341233253479,660.0,479.0,Partridge
9556,Data/Partridge/Black Francolin(63).jpeg,Cropped/Bird9223_9556.jpg,57.0,76.0,509.0,550.0,0.9999841451644897,650.0,579.0,Partridge
9557,Data/Partridge/Grey Francolin(7).jpeg,Cropped/Bird9224_9557.jpg,184.0,78.0,506.0,370.0,0.9998950958251953,660.0,435.0,Partridge
9558,Data/Partridge/Grey Francolin(218).jpeg,Cropped/Bird9225_9558.jpg,66.0,68.0,625.0,427.0,0.999895453453064,640.0,496.0,Partridge
9559,Data/Partridge/Grey Francolin(119).jpeg,Cropped/Bird9226_9559.jpg,244.0,43.0,454.0,270.0,0.9975786805152893,650.0,351.0,Partridge
9560,Data/Partridge/Grey Francolin(119).jpeg,Cropped/Bird9226_9560.jpg,2.0,73.0,259.0,322.0,0.9751518368721008,650.0,351.0,Partridge
9561,Data/Partridge/Black Francolin(8).jpeg,Cropped/Bird9227_9561.jpg,27.0,61.0,526.0,441.0,0.9993618130683899,660.0,462.0,Partridge
9562,Data/Partridge/Grey Francolin(71).jpeg,Cropped/Bird9228_9562.jpg,350.0,198.0,502.0,403.0,0.9877195358276367,660.0,516.0,Partridge
9563,Data/Partridge/Grey Francolin(71).jpeg,Cropped/Bird9228_9563.jpg,447.0,175.0,533.0,347.0,0.3936542272567749,660.0,516.0,Partridge
9564,Data/Partridge/Grey Francolin(71).jpeg,Cropped/Bird9228_9564.jpg,129.0,318.0,231.0,477.0,0.3618125021457672,660.0,516.0,Partridge
9565,Data/Partridge/Grey Francolin(34).jpeg,Cropped/Bird9229_9565.jpg,517.0,199.0,639.0,288.0,0.9381046891212463,660.0,438.0,Partridge
9566,Data/Partridge/Black Francolin(52).jpeg,Cropped/Bird9230_9566.jpg,139.0,85.0,361.0,471.0,0.9989984631538391,404.0,610.0,Partridge
9567,Data/Partridge/Black Francolin(17).jpeg,Cropped/Bird9231_9567.jpg,169.0,110.0,503.0,415.0,0.9994041919708252,660.0,488.0,Partridge
9568,Data/Partridge/Black Francolin(101).jpeg,Cropped/Bird9232_9568.jpg,27.0,88.0,364.0,568.0,0.9999951124191284,400.0,600.0,Partridge
9569,Data/Partridge/Grey Francolin(251).jpeg,Cropped/Bird9233_9569.jpg,26.0,106.0,382.0,546.0,0.9999885559082031,453.0,640.0,Partridge
9570,Data/Partridge/Grey Francolin(214).jpeg,Cropped/Bird9234_9570.jpg,34.0,42.0,461.0,415.0,0.9999208450317383,650.0,468.0,Partridge
9571,Data/Partridge/Grey Francolin(80).jpeg,Cropped/Bird9235_9571.jpg,343.0,80.0,612.0,448.0,0.9972158670425415,660.0,494.0,Partridge
9572,Data/Partridge/Grey Francolin(38).jpeg,Cropped/Bird9236_9572.jpg,43.0,94.0,637.0,584.0,0.9997648596763611,660.0,602.0,Partridge
9573,Data/Partridge/Black Francolin(4).jpeg,Cropped/Bird9237_9573.jpg,32.0,55.0,470.0,384.0,0.9999266862869263,660.0,440.0,Partridge
9574,Data/Partridge/Grey Francolin(150).jpeg,Cropped/Bird9238_9574.jpg,13.0,72.0,495.0,478.0,0.9999932050704956,660.0,517.0,Partridge
9575,Data/Partridge/Grey Francolin(115).jpeg,Cropped/Bird9239_9575.jpg,294.0,72.0,557.0,484.0,0.9995469450950623,639.0,526.0,Partridge
9576,Data/Partridge/Grey Francolin(40).jpeg,Cropped/Bird9240_9576.jpg,168.0,86.0,457.0,559.0,0.9999821186065674,604.0,600.0,Partridge
9577,Data/Partridge/Grey Francolin(128).jpeg,Cropped/Bird9241_9577.jpg,222.0,83.0,519.0,402.0,0.9993104934692383,660.0,505.0,Partridge
9578,Data/Partridge/Grey Francolin(190).jpeg,Cropped/Bird9242_9578.jpg,80.0,64.0,485.0,479.0,0.999955415725708,650.0,488.0,Partridge
9579,Data/Partridge/Grey Francolin(229).jpeg,Cropped/Bird9243_9579.jpg,76.0,55.0,527.0,557.0,0.9986555576324463,649.0,591.0,Partridge
9580,Data/Partridge/Black Francolin(92).jpeg,Cropped/Bird9244_9580.jpg,176.0,68.0,382.0,279.0,0.971927285194397,650.0,437.0,Partridge
9581,Data/Partridge/Black Francolin(92).jpeg,Cropped/Bird9244_9581.jpg,457.0,99.0,562.0,331.0,0.7250992655754089,650.0,437.0,Partridge
9582,Data/Partridge/Grey Francolin(248).jpeg,Cropped/Bird9245_9582.jpg,200.0,43.0,427.0,546.0,0.9994575381278992,592.0,600.0,Partridge
9583,Data/Partridge/Grey Francolin(99).jpeg,Cropped/Bird9246_9583.jpg,212.0,108.0,371.0,501.0,0.9952902793884277,604.0,600.0,Partridge
